book_id,title,author,publication_date,genre,isbn,publisher,language,page_count,available_copies,rating,price
429,Parental Guidance,Rafa Call,10/4/1964,Fiction,635966596-4,Twimm,Afrikaans,4082,0,3.0,871.08
430,Evenings on a Farm near Dikanka,Eolanda Piatkowski,8/3/2014,Romance,645861403-9,Meezzy,Portuguese,3610,3,3.2,677.57
431,"Pornographer, The (Le pornographe)",Gerhardt Chevers,10/6/2018,Mystery,784396990-X,Devify,Malay,5668,19,4.8,520.25
432,Whitecoats,Jayson Dedon,8/14/1990,Fiction,823450555-6,Fiveclub,Thai,7980,7,3.9,813.2
433,Mr Hockey The Gordie Howe Story,Jennine MacGiolla,2/13/1954,Non-Fiction,315811863-7,Wikizz,Hebrew,2900,16,1.6,831.67
434,"Tenth Man, The",Barris Steketee,4/18/1959,Mystery,555281018-X,Gigabox,Malay,636,9,3.1,947.01
435,"Rendez-vous d'Anna, Les (Meetings of Anna, The)",Charmain Grinval,2/11/1976,Science Fiction,942797967-4,Zoomlounge,Gagauz,7610,9,2.7,657.67
436,Tideland,Bradney Espinosa,9/17/2015,Fiction,785465928-1,Podcat,Chinese,6736,12,1.2,561.48
437,Prisoner of Paradise,Hewe Schirach,6/18/1941,Fiction,625095447-3,Twinder,Lithuanian,4359,11,2.3,159.8
438,Barbara,Flore Dericut,12/7/1968,Non-Fiction,493181293-7,Katz,Malayalam,4828,12,4.8,304.5
439,Total Recall,Malissia Chaffer,7/5/2012,Fiction,195659791-3,Voonix,Telugu,4136,16,1.9,321.0
440,Kings & Queen (Rois et reine),Westley Sherr,8/30/1927,Science Fiction,633647690-1,Trilith,Kashmiri,95,13,2.3,826.99
441,How the West Was Fun,Cello Test,8/26/2005,Science Fiction,478433936-1,Jayo,Kazakh,2409,12,2.6,298.7
442,And So It Is,Tessa Isles,1/4/2014,Romance,262534064-9,Vipe,Tswana,108,17,4.9,901.69
443,Twilight Zone: The Movie,Beltran McCourt,3/31/1956,Romance,646662611-3,Photojam,Moldovan,5486,10,3.7,26.8
444,"Gods Must Be Crazy II, The",Ailee Rennock,6/4/1955,Non-Fiction,098427401-4,Voonyx,Swedish,6653,17,3.8,224.47
445,Peter Ibbetson,Merline Woodcock,8/18/1930,Romance,793268705-5,Plambee,Norwegian,6270,18,3.4,68.41
446,Super Sucker,Vivi Maple,7/29/1976,Non-Fiction,280801788-X,Quinu,Korean,4321,2,3.2,868.41
447,Donner Pass,Rozella Flook,8/9/1967,Romance,850325208-2,Blogtags,Pashto,7122,7,1.1,83.94
448,Heart of a Lion,Costanza Briatt,11/25/1986,Mystery,569438349-4,Thoughtmix,Persian,281,15,4.8,814.94
449,Afternoon Delight,Nonnah Cotsford,11/2/1988,Non-Fiction,592575063-2,Zoomzone,Kashmiri,8984,18,2.4,825.99
450,Eerie Tales (Unheimliche Geschichten),Cacilia Toffanelli,12/19/1917,Mystery,078951893-7,Snaptags,Hebrew,8842,18,2.7,295.06
451,Ernest Goes to School,Axe Ales0,3/17/2021,Mystery,572464236-0,Vimbo,Gagauz,4325,16,3.3,501.98
452,Hot Tub Time Machine 2,Brice Natwick,10/9/1939,Romance,725897167-X,Katz,Swahili,7689,0,1.3,594.43
453,Animal,Gui Baugham,7/11/1938,Fiction,696692681-7,Vinder,Thai,4866,5,1.2,918.67
454,Away We Go,Cindi Fish,9/21/1983,Romance,591208265-2,Riffpedia,Bosnian,9331,5,1.8,363.88
455,Hudson Hawk,Sandie Phaup,1/11/1965,Mystery,009514490-0,Jabbertype,Azeri,2455,1,4.1,328.51
456,Sunday Bloody Sunday,Risa Ishak,3/24/1958,Non-Fiction,283038495-4,Feedmix,Sotho,321,20,4.3,289.52
457,Prince of the Sun: The Great Adventure of Horus (Taiyou no ouji Horusu no daibouken),Babette Armsby,11/11/1980,Fiction,199889124-0,Twitterbeat,Hebrew,2940,2,2.7,381.17
458,2-Headed Shark Attack,Theressa Blodget,9/28/1937,Romance,174865924-3,Rhynyx,Georgian,7888,17,4.7,164.38
459,Sleuth,Teddie Narracott,10/22/1907,Mystery,287352424-3,Realcube,Bengali,499,8,1.1,513.14
460,"Worthless, The (Arvottomat)",Valry Raymond,4/10/2019,Romance,073346017-8,Browseblab,Luxembourgish,5502,12,3.4,323.62
461,Warren Oates: Across the Border,Carlyle Kemmons,10/9/1910,Non-Fiction,959573979-0,Feedspan,Japanese,8062,6,3.2,107.54
462,Grown Ups 2,Hunfredo Godleman,8/23/1926,Non-Fiction,261911446-2,Feednation,Quechua,3622,7,2.4,595.16
463,"Kids Are All Right, The",Garwood Ballaam,11/9/2002,Mystery,865197743-3,Topiczoom,Bislama,4202,1,4.0,290.5
464,Katt Williams: Priceless: Afterlife,Whitman Belchamber,12/6/2013,Mystery,090818431-X,Agimba,Māori,4413,8,3.0,461.67
465,The Secret Country: The First Australians Fight Back,Kiley Ambrogetti,3/2/2004,Fiction,739322908-0,Devpoint,Hiri Motu,7123,14,4.9,144.6
466,Unfinished Song (Song for Marion),Dex Perritt,12/19/1953,Romance,086370248-1,Kwilith,Lao,1945,18,2.0,762.32
467,Animated Motion: Part 5,Dave Delieu,12/26/1958,Fiction,451112562-7,Buzzdog,Dutch,585,6,4.1,788.98
468,That Guy... Who Was in That Thing,Dale Buse,8/27/1939,Romance,613102604-1,Yacero,Hebrew,8775,1,2.9,804.3
469,"Summer Wishes, Winter Dreams",Janette Hrycek,1/16/1960,Fiction,506256549-9,Oyoba,Sotho,376,1,2.7,450.45
470,Islander,Jaimie Szreter,10/10/1926,Mystery,916282381-7,Zoozzy,Kyrgyz,322,11,3.5,382.7
471,Love Field,Terencio Skunes,1/11/2011,Non-Fiction,767565769-1,Cogibox,Aymara,8238,8,2.3,838.89
472,Light Sleeper,Jordan Debney,11/18/1988,Non-Fiction,302810186-6,Flipbug,Hiri Motu,9477,10,3.3,128.68
473,"Billy Blazes, Esq.",Uriah Took,9/11/1998,Non-Fiction,133699069-4,Eayo,Kashmiri,2648,9,3.5,575.06
474,"Good Night, and Good Luck.",Therese Malsher,3/14/1992,Non-Fiction,834472018-4,Youspan,Kyrgyz,1394,0,2.2,109.73
475,Miami Connection,Douglas Klauber,9/27/1938,Mystery,503345056-5,Skinder,Romanian,8156,11,3.9,761.17
476,Undertow (Contracorriente),Alecia Pundy,1/12/1943,Romance,712786761-5,Abatz,New Zealand Sign Language,7452,19,3.1,112.68
477,Babyfever,Herby Battleson,10/13/1971,Fiction,578337825-9,Digitube,Bislama,8802,15,4.3,962.28
478,Only Yesterday (Omohide poro poro),Kacy Caswall,9/6/1913,Romance,568863255-0,Avamm,Polish,3682,18,1.9,966.07
479,Brigham Young,Birk Jahnisch,1/5/2018,Fiction,994015045-8,Meemm,Gujarati,905,12,1.5,673.4
480,"Avventura, L' (Adventure, The)",Maddie Yter,2/12/2002,Romance,768371388-0,Skipfire,Tok Pisin,5790,3,5.0,155.59
481,Duck Soup,Tully Dews,1/7/1958,Fiction,124441711-4,Riffpath,Polish,2335,14,4.2,969.11
482,Lord of Tears,Morry Charrette,3/7/1977,Romance,833843130-3,Katz,Burmese,2381,1,1.4,156.18
483,Sylvia Scarlett,Kirby Gell,7/24/2021,Science Fiction,631972778-0,Muxo,Macedonian,8402,0,2.3,842.92
484,Mikey and Nicky,Sutherland Huburn,10/27/2022,Science Fiction,555642232-X,Quire,Yiddish,6307,11,4.7,273.64
485,"Education of Little Tree, The",Carissa Tartt,12/13/2008,Fiction,789238524-X,Zava,Nepali,4296,2,2.3,804.73
486,"Independent, The",Joycelin Duxbarry,8/22/1983,Fiction,436326414-4,Thoughtbridge,Macedonian,654,10,3.6,73.45
487,Blazing Saddles,Kara-lynn Livingstone,12/23/1978,Romance,557817758-1,Rhyzio,New Zealand Sign Language,9422,10,3.1,159.95
488,"Lady from Shanghai, The",Linnell Chevis,1/20/1945,Mystery,771338841-9,Mybuzz,Nepali,7239,10,4.6,1.82
489,Pursued,Reuben Yesipov,8/26/1968,Non-Fiction,955734404-0,Realbuzz,Arabic,2127,19,3.1,124.29
490,Berlin Express,Orelee Knapman,3/27/1946,Science Fiction,605785225-7,Flashspan,Telugu,8138,19,4.3,574.77
491,Whistling in Brooklyn,Mignon Fundell,1/31/1904,Fiction,290765632-5,Leenti,Gagauz,8718,2,2.3,903.16
492,"Hijack That Went South, The (Kaappari)",Edouard Kewish,10/26/1915,Mystery,857044629-2,Camimbo,Bengali,6493,9,3.0,666.98
493,Lights Out,Prent Rustidge,5/29/1905,Romance,900747516-9,Linkbridge,Croatian,731,2,1.7,608.58
494,"Seventh Seal, The (Sjunde inseglet, Det)",Bambie Radband,9/16/1917,Science Fiction,564914475-3,Tagfeed,Latvian,8887,11,1.7,120.94
495,Stardust,Andy Barbey,11/1/2002,Fiction,211821193-7,Chatterpoint,Haitian Creole,7512,15,4.4,700.88
496,"Taking of Power by Louis XIV, The (Prise de pouvoir par Louis XIV, La)",Garvy Willmont,9/23/1976,Non-Fiction,504694049-3,Realcube,Filipino,6696,18,4.9,191.74
497,Simon of the Desert (Simón del desierto),Caritta Boutton,7/11/1935,Science Fiction,235930353-8,Tavu,Khmer,6279,13,3.2,491.87
498,Lockdown,Debby Noke,6/2/1945,Non-Fiction,210149203-2,Flipbug,Gujarati,6711,13,2.0,885.32
499,"Anniversary, The",Antonino Glascott,4/29/1948,Romance,280050946-5,Jabbercube,Spanish,7234,19,1.7,742.66
500,Boots and Saddles,Sergei Fursland,4/2/1903,Romance,959923205-4,Eidel,Indonesian,2967,3,1.1,643.36
501,Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat),Lilly Duggen,11/13/1963,Non-Fiction,091312253-X,Twitterworks,Thai,5889,19,4.4,164.16
502,"Conclave, The",Lynett Gheeorghie,10/3/1969,Non-Fiction,637780883-6,Skidoo,Norwegian,3388,3,2.6,147.34
503,All About the Feathers (Por Las Plumas),Chlo Tyre,11/6/1953,Science Fiction,603442085-7,Edgeblab,Dutch,3406,17,4.8,434.79
504,Centennial,Carry Edland,9/21/1905,Romance,435395441-5,Centidel,Ndebele,3518,10,2.5,850.88
505,Virtual Sexuality,Gabie Bramhill,11/13/1927,Science Fiction,152246737-8,Flashset,Chinese,2224,11,1.6,744.18
506,"Newburgh Sting, The",Aarika Chatten,1/1/1940,Science Fiction,959317295-5,Jabbersphere,Haitian Creole,6145,8,2.0,179.67
507,Raincoat,Lorenza Boothe,8/24/2007,Non-Fiction,623809147-9,Yambee,Nepali,420,12,2.7,960.49
508,Funny People,Audrie Sawle,4/20/1987,Fiction,805066326-4,Dabshots,Somali,3288,1,4.7,702.96
509,Cahill U.S. Marshal (Cahill: United States Marshal) (Wednesday Morning),Norene Blaksley,6/1/1941,Mystery,379265796-1,Tanoodle,Tsonga,296,17,3.9,231.1
510,Face of a Fugitive,Mead Mainson,7/18/1903,Mystery,234355171-5,Gigaclub,Belarusian,4115,9,2.6,187.16
511,"Ugly American, The",Michele Borrow,9/26/1905,Non-Fiction,802014167-7,Jaxbean,Oriya,3452,4,2.9,588.69
512,Progression,Pierce Morfield,1/16/2006,Fiction,107969764-0,Jabbersphere,Tetum,884,17,1.4,252.22
513,Twenty-Four Eyes (Nijûshi no hitomi),Carolyne Nettleship,3/27/1945,Fiction,201111737-2,Edgeblab,Nepali,3379,7,3.0,11.47
514,Legends of the Fall,Norri Fancott,5/14/1998,Non-Fiction,420173628-8,Dynabox,Irish Gaelic,3490,15,1.6,865.92
515,Shadow Conspiracy,Lauritz Benallack,10/26/2002,Mystery,275902440-7,Kazu,Tswana,9945,14,3.8,278.96
516,Spanglish,Aretha Birds,9/29/2018,Romance,026107538-1,Tambee,Estonian,2178,9,5.0,370.44
517,Sweet Dreams,Norma Broggio,5/3/1912,Science Fiction,302575760-4,Meemm,Oriya,6862,4,4.0,373.13
518,Sintel,Annabelle Brommage,7/20/1956,Romance,790836345-8,Camimbo,Italian,1083,15,4.9,841.9
519,27 Missing Kisses,Moses Jankin,2/18/1905,Science Fiction,749209813-8,Buzzbean,Arabic,467,16,1.2,955.81
520,H6: Diario de un asesino,Oates Hugnot,10/12/2005,Mystery,186084465-0,Feedmix,Portuguese,7767,17,4.9,878.67
521,Bless the Beasts & Children,Dalis Ferson,5/4/1984,Science Fiction,608702786-6,Blognation,Telugu,4609,1,4.5,463.3
522,Genocide (Konchû daisensô),Elyssa Loosely,11/14/2013,Romance,771210251-1,Vitz,Tok Pisin,8158,1,1.2,434.81
523,"Seafarers, The",Niel Middler,3/29/1999,Science Fiction,736602831-2,Tanoodle,Irish Gaelic,7941,16,2.9,432.12
524,Naked in New York,Miran Marco,11/22/1950,Romance,112096287-0,Voomm,German,5991,15,1.7,469.73
525,Frantic,Benny Thouless,4/5/1974,Non-Fiction,500671880-3,Skipfire,Chinese,8049,11,2.7,741.21
526,Straight from the Heart,Russ Knowlson,1/30/1962,Mystery,250907479-2,Topicware,Mongolian,8474,16,4.7,671.75
527,Dr. Goldfoot and the Bikini Machine,Bourke Linck,12/27/1960,Mystery,678970494-9,Blogtags,Tswana,959,10,1.4,486.46
528,Attack!,Randie Lamdin,6/19/2018,Mystery,618489045-X,Babbleopia,Burmese,6969,16,2.5,319.13
529,"End of Summer, The (Early Autumn) (Kohayagawa-ke no aki)",Homere Wyatt,1/13/1922,Mystery,277212694-3,Voonyx,Albanian,6245,9,3.0,799.52
530,"Night Porter, The (Portiere di notte, Il)",Bobette Padberry,10/28/1917,Non-Fiction,205369477-7,Fanoodle,Marathi,4565,20,4.0,846.25
531,"Autumn Tale, An (Conte d'automne)",Cynthea Lowton,5/10/1906,Non-Fiction,499636935-3,Shuffletag,Swahili,1149,13,4.4,86.84
532,Tropic Thunder,Tessy Folcarelli,10/30/2022,Mystery,678670059-4,Flipbug,Swati,4910,17,2.3,783.76
533,McCullin,Gray Minger,1/31/1913,Non-Fiction,693889395-0,Quinu,Tamil,9719,7,2.8,944.83
534,"Three Musketeers, The",Rafaela Bayston,12/20/1942,Science Fiction,549127784-3,Rhyzio,Assamese,6330,8,1.1,599.75
535,Bones Brigade: An Autobiography,Karlie Patterson,10/5/1946,Non-Fiction,506910530-2,Skalith,Ndebele,3158,13,5.0,802.67
536,Belly,Elysia Draijer,6/12/1977,Fiction,922832765-0,Ntag,Haitian Creole,6795,16,4.0,629.04
537,Sacrifice (Zhao shi gu er),Hamilton MacVaugh,7/23/1937,Fiction,897266811-7,Blogtag,Sotho,5807,9,3.4,812.18
538,Devil's Knot,Aeriela Labrone,9/28/1959,Romance,054498827-2,Voonix,Tswana,9799,8,1.7,32.15
539,Divorce American Style,Fernanda Mann,7/16/1912,Science Fiction,194086408-9,Eire,Pashto,3602,6,4.0,237.28
540,Alien Nation,Chauncey Day,9/18/1975,Non-Fiction,295483289-4,Eabox,Indonesian,6780,8,2.6,468.9
541,"Dead Hate the Living!, The",Martita Batson,6/26/1937,Science Fiction,323711822-2,Yodel,Indonesian,9652,1,2.8,874.73
542,Forget Me Not,Jandy Egan,10/13/1934,Science Fiction,359703359-8,Jayo,Thai,1304,13,1.7,633.89
543,Sputnik,Annadiane Emptage,7/22/1923,Mystery,053085681-6,Tagcat,Swedish,5570,4,3.6,797.77
544,Visitors,Kori Bortol,2/23/2022,Romance,944152036-5,Lajo,Hiri Motu,3805,1,4.4,41.39
545,Cherry Falls,Barnard Quartermain,4/23/1978,Non-Fiction,908800145-6,Vinte,Malay,6866,5,3.8,936.17
546,Desire Under the Elms,Georgiana Dewhirst,5/6/1901,Mystery,291878779-5,Jabberstorm,Lao,5199,2,4.4,194.17
547,Lovers & Leavers (Kuutamolla),Lorine Skehens,11/27/1937,Non-Fiction,736797186-7,Skynoodle,Dari,7074,8,1.3,610.13
548,It Happened Tomorrow,Blaire Giddens,1/9/2002,Non-Fiction,071249065-5,Kayveo,Bosnian,1653,7,1.2,561.62
549,Black Dawn,Godfry Peasegood,1/7/1960,Mystery,132463179-1,Pixonyx,Greek,2097,9,2.3,424.02
550,Five Children and It,Charla McPhilemy,10/29/1901,Non-Fiction,161188685-6,Skinix,Japanese,8183,15,4.6,869.89
551,Gurren Lagann: The Lights in the Sky are Stars (Gekijô ban Tengen toppa guren ragan: Ragan hen),Nichole Izaac,8/12/1964,Fiction,524032537-5,Topicblab,Papiamento,9167,15,3.6,891.06
552,U.S. Seals,Tod Domerque,3/27/1999,Mystery,650039913-7,Bubblemix,German,3088,3,3.3,928.87
553,Page Eight,Clyve Wainscoat,10/26/1988,Fiction,274910547-1,Innotype,Kyrgyz,7640,4,1.7,805.1
554,Legend of the Fist: The Return of Chen Zhen (Jing wu feng yun: Chen Zhen),Siegfried Adelman,9/25/1946,Fiction,995409448-2,Tagcat,Tamil,3637,0,4.5,901.75
555,"Way We Laughed, The (Così Ridevano)",Holli Sangra,7/9/2008,Non-Fiction,406324969-7,Divavu,Swedish,6874,1,1.3,403.31
556,Patsy,Fabien Blanckley,7/16/2002,Mystery,486204352-6,Zooveo,Ndebele,8612,2,1.6,654.8
557,All the Brothers Were Valiant,Cristionna Saylor,10/28/1997,Romance,377225059-9,Jabbersphere,Marathi,3326,16,1.8,738.19
558,Widows' Peak,Quinton Williscroft,7/4/1934,Mystery,081890648-0,Skinte,Hungarian,6483,12,4.9,361.59
559,Alien Abduction,Waldemar Kerner,5/30/1991,Mystery,530936417-X,Quimba,West Frisian,6111,15,2.4,901.75
560,The Man Who Lived Again,Angelica Ruthven,4/10/1905,Fiction,970684710-3,Riffwire,Tajik,4599,5,2.7,643.55
561,"Matador, The",Tootsie Garshore,7/7/1983,Romance,519421394-8,Cogidoo,Quechua,7244,10,2.3,279.0
562,"Joy Luck Club, The",Donovan Cobbold,5/23/2004,Mystery,028559871-6,Topiclounge,Bislama,8861,13,2.9,930.94
563,Under the Volcano,Anissa Georges,2/12/2006,Science Fiction,784653632-X,Camido,Tsonga,2006,7,3.1,62.83
564,Like Water,Farrah Pail,5/31/1957,Science Fiction,475491917-3,Zoomzone,Pashto,3065,10,3.2,704.62
565,Gabriel,Bronnie Baitey,12/30/1987,Non-Fiction,793257373-4,Wordware,Polish,1358,0,2.6,905.53
566,Shara (Sharasojyu),Elmore Brabyn,10/21/1991,Mystery,398065618-7,Skilith,Pashto,6140,7,3.3,462.56
567,Blame It on the Bellboy,Gwenore Ince,2/13/1935,Non-Fiction,679836944-8,Gabtype,Amharic,4237,1,3.7,459.06
568,Dirty Love,Gayleen Pavey,2/16/2002,Romance,867803722-9,Roomm,Belarusian,9595,1,1.4,932.44
569,Mumblecore,Catina McBayne,9/30/1921,Fiction,898376024-9,Vinder,Azeri,8257,18,4.7,355.98
570,Neighbors,Leeanne Szubert,10/29/1946,Romance,069144726-8,Gigabox,Bosnian,612,19,4.5,782.33
571,"Dance of Reality, The (Danza de la realidad, La)",Shani Overal,7/21/1940,Science Fiction,538895311-4,Chatterpoint,English,6565,14,2.5,345.19
572,Dream Land,Georgie Lassey,4/30/1932,Romance,618628446-8,Brightdog,Māori,9500,11,4.2,574.42
573,Francis,Jacqui Reynalds,11/17/1951,Science Fiction,465568542-5,Edgetag,Ndebele,8711,16,3.8,544.02
574,15 Minutes,Lydie Ivan,11/18/1951,Non-Fiction,999605581-7,Yoveo,Amharic,9165,8,5.0,78.15
575,"Hammer, The",Les Drewitt,5/12/1987,Mystery,912349286-4,Thoughtmix,Norwegian,9456,1,3.9,530.1
576,"Bohemian Life, The (La vie de bohème)",Tobiah O'Crevy,4/24/1934,Romance,774617605-4,Jabberbean,Swati,4864,14,5.0,342.61
577,Dickson Experimental Sound Film,Kirby Whorlow,1/24/1963,Non-Fiction,716691133-6,Youfeed,Hindi,8870,15,2.9,571.15
578,"Souper, Le (Supper, The)",Virginia Darlasson,3/17/1977,Fiction,741121436-1,Roomm,English,7912,10,5.0,996.12
579,The Things of Life,Alejoa Nalder,3/2/1918,Science Fiction,459861995-3,Jazzy,Japanese,3671,6,1.4,646.23
580,"Legend II, The (Fong Sai Yuk juk jaap)",Glenna Drewry,3/7/1919,Romance,352703194-4,Realmix,Malay,8571,5,3.4,128.44
581,Donovan's Brain,Onida Flips,12/18/1960,Mystery,771017630-5,Twiyo,Danish,4212,10,2.0,772.3
582,"Sign of Four, The",Jay Ewan,7/6/1919,Fiction,319516022-6,Centidel,Swati,1726,17,4.1,525.16
583,"Sign of Four, The",Domenic Cordy,5/17/1959,Fiction,910476822-1,Shuffletag,Dhivehi,1098,12,3.7,301.69
584,Right America: Feeling Wronged - Some Voices from the Campaign Trail ,Tomlin Stannislawski,1/27/1947,Science Fiction,092067138-1,Shufflebeat,Swedish,3405,0,2.0,451.29
585,Seven Days to Noon,Shelli Androli,3/22/1912,Mystery,687104553-8,Gabtype,Pashto,3732,1,4.4,757.4
586,Crime After Crime,Chloe McGlade,4/2/1934,Fiction,257140926-3,Livefish,Kashmiri,3190,6,4.4,947.87
587,Brute (Bandyta),Valina Mapes,4/14/1927,Non-Fiction,926001871-4,Janyx,Indonesian,8839,0,4.8,304.35
588,Dear Me,Dorice McLellan,9/29/1921,Non-Fiction,092356358-X,Photolist,French,1874,7,4.6,541.47
589,Louise Brooks: Looking for Lulu,Britteny Whilder,2/4/2000,Fiction,892777317-9,Gigaclub,Hindi,8055,10,3.7,798.72
590,On the Threshold (Lars i porten),Paula Finnis,8/25/1997,Romance,012856581-0,Cogibox,Luxembourgish,3316,1,3.0,243.85
591,Fire in the Sky,Had Kendell,9/17/1971,Romance,358100843-2,Divavu,Armenian,4795,7,3.8,709.42
592,Siberian Education (Educazione siberiana),Mortimer Peyro,10/22/2010,Mystery,796723321-2,Tekfly,Macedonian,5264,14,4.0,378.17
593,"Crying Game, The",Davida Murdy,5/29/1976,Science Fiction,619161674-0,Edgeify,Oriya,9990,0,2.5,37.09
594,"Lost Patrol, The",Amaleta Jowsey,11/4/1973,Non-Fiction,259224562-6,Jazzy,Dutch,6784,14,4.8,173.8
595,"Housemaid, The (Hanyo)",Julieta Wolfers,6/15/2016,Fiction,674488733-5,Tagfeed,Thai,2479,2,4.1,676.06
596,Safe,Anastasia Rengger,6/22/1923,Non-Fiction,489603466-X,Gabtype,Filipino,2039,20,3.5,785.65
597,World War II: When Lions Roared,Abram Bimrose,10/31/1944,Non-Fiction,857402217-9,Innotype,Ndebele,457,18,4.4,645.78
598,Mayerling,Marcie Fraanchyonok,4/2/1985,Romance,984135038-6,Blogspan,Swedish,6609,10,1.7,768.13
599,Executive Target,Lynna Curness,5/25/2020,Romance,894112311-9,Wordify,Yiddish,9868,17,4.4,36.23
600,Scarface,Editha Fullegar,4/23/1983,Non-Fiction,055358880-X,Jatri,English,9227,4,1.2,106.58
601,Digging for Fire,Maurine Mallya,12/11/1933,Non-Fiction,708892759-4,Skinder,Tajik,7217,0,4.2,458.22
602,"Ambushers, The",Silvain Kelle,11/28/1908,Science Fiction,267740912-7,Jetpulse,Lithuanian,3977,8,1.6,39.19
603,"Bell for Adano, A (John Hersey's A Bell for Adano)",Lewiss Owlner,10/26/1997,Science Fiction,475299599-9,Thoughtbeat,Kyrgyz,8915,4,3.4,826.02
604,"Bad News Bears, The",Donaugh Madsen,12/27/1923,Romance,316352046-4,Blogtags,Georgian,6879,12,2.9,29.63
605,Transylmania,Korry Meach,5/13/2016,Non-Fiction,932931090-7,Flashset,Malay,4095,18,2.8,277.15
606,"Devil at 4 O'Clock, The",Adler Thorby,1/19/1942,Mystery,205463389-5,Photobug,Bulgarian,9186,12,1.7,915.01
607,Bachelor Mother,Damian Leupoldt,7/7/2020,Non-Fiction,333037711-9,Mydo,Croatian,8208,10,4.8,198.66
608,"Twilight of the Golds, The",Luella Aveline,10/28/1924,Fiction,503798359-2,Fiveclub,Tsonga,9443,4,3.4,380.16
609,In God's Hands,Harrietta Pearton,8/30/1939,Romance,006810967-9,Twiyo,Dzongkha,4396,5,4.5,908.67
610,Bound by Flesh ,Shane Cocklie,3/3/1961,Fiction,910721328-X,Aivee,Guaraní,4168,18,2.8,474.72
611,Detroit Rock City,Sly Alenichev,5/10/1983,Mystery,308103909-6,Skipfire,Burmese,5716,17,4.2,94.53
612,Shattered Image,Ofilia Lunnon,4/22/1904,Science Fiction,359978915-0,Ntag,Tok Pisin,6635,20,1.8,449.2
613,I'm King Kong!: The Exploits of Merian C. Cooper ,Fremont Wickersham,1/11/1973,Mystery,190037475-7,Quimba,Swedish,2432,8,3.6,103.41
614,Pumpkinhead,Karissa Pettingill,8/7/1927,Mystery,505260434-3,Mydeo,Somali,2882,4,3.4,363.41
615,Winged Creatures (Fragments),Ainslie Smiz,8/29/1915,Non-Fiction,708988855-X,Digitube,German,446,20,1.6,478.25
616,"Mummy's Ghost, The",Matti Stollman,4/4/1986,Fiction,748365190-3,Roodel,English,1330,10,1.5,551.93
617,Homicidal,Marc Tregoning,7/19/1983,Non-Fiction,626597157-3,Oloo,Afrikaans,8304,19,1.6,570.59
618,Longford,Christel Falkinder,4/12/2011,Fiction,425570927-0,Livepath,Burmese,6675,15,1.0,664.68
619,Truly Human (Et rigtigt menneske),Wilona Tappington,10/5/1927,Science Fiction,978244148-1,Zava,Norwegian,3431,12,1.6,988.8
620,Confess,Corrie Gravells,8/9/1968,Science Fiction,408447981-0,Twiyo,Tamil,3892,1,1.5,235.65
621,Oliver Twist,Lydia Bloom,1/11/1911,Mystery,899085142-4,Browseblab,German,1701,6,1.6,24.3
622,Interrupted Melody,Catherina Chapelle,10/30/1900,Romance,222317822-7,Zoozzy,Lao,9085,17,3.0,256.74
623,Coup de grâce (Der Fangschuß),Jeddy Crust,8/27/2004,Non-Fiction,481700687-0,Einti,Malay,9160,1,3.4,855.29
624,"Brady Bunch Movie, The",Ave Abbiss,11/24/1939,Science Fiction,360045904-X,Browsetype,Tok Pisin,5212,16,4.2,577.59
625,Uwasa No Onna (The Woman in the Rumor) (Her Mother's Profession),Rafaellle Gibb,1/6/2009,Non-Fiction,990942013-9,Eadel,Swedish,9430,3,4.2,609.15
626,Test Pilot,Amata Drury,7/24/1959,Mystery,539389077-X,Oyoba,Georgian,7301,20,2.7,588.29
627,Three Wise Men (Kolme viisasta miestä),Winfred Osant,11/6/2008,Science Fiction,971323368-9,Gigaclub,Sotho,6703,14,4.9,83.83
628,Client 9: The Rise and Fall of Eliot Spitzer,Trey Ainsbury,6/6/1900,Science Fiction,340876572-3,Mybuzz,Czech,5063,1,3.7,551.22
629,Kids in America,Lira Joron,8/4/1900,Fiction,959206121-1,Oloo,Oriya,4565,1,3.0,561.52
630,"Incredible Shrinking Woman, The",Roxanne Epsly,6/5/1938,Fiction,266925428-4,Quatz,Korean,8087,16,4.9,440.19
631,"Rebel, The",Kahaleel Comport,3/7/1928,Non-Fiction,951857204-6,Tagfeed,Czech,7602,19,2.3,209.06
632,"Steel Helmet, The",Hew Whitford,10/23/1907,Science Fiction,070860159-6,Voolith,Catalan,2705,19,3.0,693.39
633,Torrid Zone,Chan Koba,3/20/2015,Mystery,567193407-9,Omba,Polish,7286,5,3.1,128.18
634,Midnight in the Garden of Good and Evil,Cassandra Dundendale,5/14/1906,Non-Fiction,558765712-4,Babbleset,Malagasy,222,20,4.3,900.13
635,Day of the Wacko (Dzien swira),Lorraine Trustrie,8/18/1974,Science Fiction,460205939-2,Jetwire,Maltese,1785,17,3.6,601.4
636,Moon Man,Adina Asmus,8/28/1901,Science Fiction,719869787-9,Jabbersphere,Oriya,9204,17,1.2,842.98
637,Infinity,Antonina Frayling,11/22/1987,Science Fiction,725933425-8,Digitube,Estonian,1029,3,2.4,736.86
638,Insanitarium,Deck Burchett,3/24/1952,Fiction,505225971-9,Divanoodle,Kyrgyz,6282,5,3.8,727.76
639,Chronic Town,Toddie McKirton,4/16/1997,Fiction,058118508-0,Rhyloo,Malay,1495,2,3.8,444.21
